customer_id,plan,country,monthly_usage_hours,tenure_months,subscription_type,churn
22668,Premium,UK,98,25,Monthly,1
22669,Basic,USA,86,11,Monthly,0
22670,Basic,UK,122,47,Monthly,0
22671,Premium,India,40,39,Monthly,0
22672,Standard,Australia,20,6,Monthly,0
22673,Basic,USA,28,32,Yearly,0
22674,Standard,Germany,43,45,Yearly,0
22675,Basic,India,94,5,Monthly,1
22676,Basic,Germany,95,41,Monthly,0
22677,Basic,USA,110,39,Yearly,0
22678,Basic,Germany,50,15,Monthly,0
22679,Standard,India,13,26,Monthly,0
22680,Standard,India,39,43,Monthly,1
22681,Premium,UK,66,42,Monthly,0
22682,Basic,Australia,96,9,Monthly,1
22683,Premium,USA,44,5,Monthly,0
22684,Basic,Canada,34,24,Monthly,1
22685,Basic,Australia,41,31,Monthly,0
22686,Premium,Canada,63,46,Yearly,0
22687,Basic,Germany,92,46,Yearly,1
22688,Basic,Canada,51,9,Monthly,1
22689,Basic,Canada,72,1,Monthly,1
22690,Basic,India,44,27,Yearly,0
22691,Standard,India,17,37,Monthly,1
22692,Premium,India,82,30,Monthly,0
22693,Standard,Canada,181,31,Yearly,0
22694,Premium,Germany,78,26,Monthly,0
22695,Standard,USA,73,27,Yearly,1
22696,Premium,UK,100,23,Yearly,0
22697,Basic,Germany,94,15,Monthly,0
22698,Premium,India,63,13,Monthly,0
22699,Basic,Germany,28,8,Yearly,1
22700,Premium,USA,52,43,Monthly,0
22701,Basic,Australia,25,16,Monthly,1
22702,Standard,India,35,23,Monthly,1
22703,Standard,USA,95,18,Monthly,0
22704,Premium,Australia,47,26,Monthly,1
22705,Standard,UK,57,25,Monthly,1
22706,Basic,Germany,64,30,Monthly,1
22707,Standard,UK,55,18,Yearly,0
22708,Basic,Canada,48,18,Yearly,0
22709,Basic,Germany,111,39,Monthly,0
22710,Basic,Australia,36,45,Yearly,0
22711,Basic,Canada,173,38,Monthly,1
22712,Standard,USA,11,36,Monthly,1
22713,Premium,Canada,39,37,Yearly,0
22714,Premium,Australia,65,34,Yearly,0
22715,Basic,Australia,68,27,Monthly,1
22716,Basic,USA,26,6,Yearly,0
22717,Basic,UK,39,47,Monthly,1
22718,Basic,India,96,2,Yearly,1
22719,Basic,UK,70,21,Yearly,0
22720,Basic,Canada,62,4,Monthly,1
22721,Standard,USA,26,9,Monthly,0
22722,Standard,Canada,38,20,Yearly,1
22723,Standard,Australia,53,23,Yearly,0
22724,Basic,India,69,42,Monthly,1
22725,Standard,Germany,39,47,Monthly,1
22726,Premium,Germany,36,32,Yearly,0
22727,Basic,Germany,58,29,Monthly,0
22728,Basic,Canada,68,37,Yearly,1
22729,Basic,Germany,29,14,Monthly,0
22730,Basic,USA,25,28,Yearly,1
22731,Basic,India,38,6,Yearly,0
22732,Basic,Australia,85,3,Monthly,1
22733,Basic,UK,35,30,Yearly,0
22734,Basic,Australia,39,38,Monthly,0
22735,Standard,USA,23,32,Monthly,0
22736,Basic,India,38,12,Monthly,0
22737,Standard,UK,33,28,Monthly,1
22738,Basic,Germany,161,31,Yearly,0
22739,Basic,UK,62,35,Monthly,1
22740,Premium,Canada,65,10,Yearly,0
22741,Standard,Canada,103,10,Monthly,0
22742,Basic,Germany,35,2,Yearly,1
22743,Standard,Germany,10,36,Yearly,0
22744,Standard,USA,86,45,Monthly,1
22745,Basic,USA,31,31,Monthly,1
22746,Basic,Australia,75,27,Monthly,1
22747,Premium,Canada,55,32,Yearly,1
22748,Basic,India,107,22,Yearly,0
22749,Basic,USA,119,16,Yearly,0
22750,Basic,India,52,33,Monthly,0
22751,Standard,Australia,17,5,Yearly,1
22752,Premium,Canada,38,37,Yearly,0
22753,Premium,USA,98,45,Monthly,0
22754,Standard,India,36,44,Monthly,0
22755,Premium,Australia,31,16,Yearly,0
22756,Standard,India,92,6,Monthly,0
22757,Standard,USA,40,16,Monthly,1
22758,Premium,Germany,115,23,Monthly,0
22759,Basic,Australia,7,2,Monthly,1
22760,Standard,Australia,57,29,Monthly,0
22761,Standard,UK,108,44,Monthly,0
22762,Premium,Germany,112,47,Yearly,0
22763,Premium,Australia,17,25,Monthly,1
22764,Premium,UK,39,44,Yearly,0
22765,Premium,India,73,3,Monthly,0
22766,Standard,USA,29,5,Monthly,1
22767,Basic,Australia,62,24,Monthly,0
22768,Basic,Canada,79,42,Yearly,0
22769,Standard,USA,101,13,Yearly,0
22770,Basic,Germany,86,43,Monthly,1
22771,Basic,UK,88,12,Monthly,0
22772,Basic,USA,48,27,Yearly,0
22773,Premium,UK,80,13,Monthly,0
22774,Basic,Germany,62,42,Yearly,0
22775,Premium,Germany,31,25,Yearly,0
22776,Premium,USA,62,8,Yearly,0
22777,Basic,Australia,39,11,Monthly,1
22778,Basic,Canada,36,20,Monthly,0
22779,Standard,Australia,39,23,Yearly,1
22780,Standard,Canada,5,35,Monthly,1
22781,Basic,UK,121,17,Monthly,1
22782,Basic,USA,38,9,Yearly,0
22783,Basic,India,17,45,Monthly,0
22784,Basic,Germany,43,13,Yearly,0
22785,Basic,Australia,75,21,Monthly,1
22786,Basic,UK,62,23,Monthly,1
22787,Standard,Germany,44,40,Monthly,0
22788,Premium,UK,82,35,Monthly,1
22789,Standard,USA,75,44,Monthly,1
22790,Premium,UK,18,28,Monthly,1
22791,Standard,UK,112,10,Yearly,0
22792,Standard,India,37,21,Yearly,0
22793,Basic,UK,29,43,Yearly,0
22794,Basic,Canada,87,4,Monthly,1
22795,Premium,UK,44,42,Yearly,0
22796,Premium,UK,22,43,Monthly,0
22797,Basic,USA,33,33,Yearly,0
22798,Basic,UK,94,10,Monthly,1
22799,Standard,India,34,26,Yearly,0
22800,Basic,USA,68,29,Monthly,0
22801,Basic,Germany,12,18,Monthly,1
22802,Premium,Canada,101,14,Monthly,1
22803,Standard,Canada,118,24,Monthly,1
22804,Standard,Germany,54,34,Monthly,0
22805,Premium,UK,37,42,Yearly,0
22806,Standard,India,81,29,Yearly,0
22807,Standard,India,48,34,Yearly,0
22808,Basic,India,45,42,Monthly,0
22809,Basic,India,9,44,Monthly,1
22810,Standard,UK,39,8,Monthly,1
22811,Basic,Germany,40,31,Yearly,1
22812,Basic,Germany,53,37,Monthly,0
22813,Basic,Canada,144,35,Monthly,0
22814,Basic,Germany,47,26,Yearly,0
22815,Basic,India,109,39,Monthly,1
22816,Standard,UK,37,8,Yearly,1
22817,Basic,USA,25,34,Monthly,1
22818,Basic,USA,47,42,Monthly,0
22819,Standard,India,117,32,Monthly,0
22820,Premium,Australia,111,24,Monthly,1
22821,Basic,Canada,42,9,Yearly,0
22822,Standard,USA,93,18,Yearly,0
22823,Standard,Australia,34,14,Monthly,1
22824,Standard,India,107,19,Monthly,0
22825,Basic,UK,114,34,Monthly,0
22826,Premium,USA,26,21,Yearly,0
22827,Standard,India,58,41,Monthly,1
22828,Premium,USA,57,11,Monthly,0
22829,Basic,UK,31,14,Yearly,0
22830,Standard,Germany,39,41,Yearly,1
22831,Standard,Germany,8,11,Monthly,1
22832,Basic,UK,81,35,Monthly,0
22833,Basic,UK,109,36,Monthly,0
22834,Standard,Germany,68,37,Monthly,0
22835,Basic,UK,39,23,Monthly,1
22836,Standard,UK,60,11,Yearly,0
22837,Basic,UK,71,13,Monthly,1
22838,Basic,Germany,37,41,Monthly,1
22839,Standard,Germany,101,9,Monthly,1
22840,Basic,Australia,50,7,Yearly,0
22841,Premium,USA,72,6,Monthly,1
22842,Premium,Germany,41,7,Monthly,0
22843,Standard,USA,42,11,Monthly,0
22844,Premium,Germany,60,13,Monthly,0
22845,Premium,Canada,28,31,Yearly,1
22846,Basic,USA,71,1,Monthly,1
22847,Premium,UK,87,30,Yearly,0
22848,Basic,Canada,115,4,Monthly,0
22849,Basic,Australia,94,5,Monthly,1
22850,Standard,Germany,102,21,Yearly,0
22851,Standard,Germany,25,24,Monthly,0
22852,Basic,Australia,50,37,Yearly,0
22853,Basic,Canada,31,37,Monthly,1
22854,Standard,India,51,44,Yearly,1
22855,Basic,UK,145,32,Yearly,0
22856,Standard,USA,113,40,Monthly,1
22857,Standard,Canada,58,24,Yearly,0
22858,Basic,USA,102,39,Monthly,0
22859,Basic,Germany,70,7,Monthly,1
22860,Standard,India,42,9,Yearly,0
22861,Basic,Australia,61,29,Monthly,1
22862,Basic,India,108,22,Monthly,1
22863,Basic,USA,47,13,Monthly,0
22864,Basic,Australia,62,45,Monthly,0
22865,Basic,Germany,90,3,Monthly,0
22866,Standard,Australia,64,33,Yearly,1
22867,Standard,Australia,47,5,Monthly,1
22868,Standard,India,48,9,Yearly,0
22869,Premium,UK,34,26,Yearly,1
22870,Basic,Germany,33,11,Monthly,1
22871,Basic,Canada,30,12,Monthly,1
22872,Standard,Canada,89,26,Monthly,0
22873,Standard,Canada,20,12,Monthly,1
22874,Standard,UK,73,38,Yearly,0
22875,Standard,Germany,85,12,Monthly,1
22876,Standard,Australia,27,35,Monthly,0
22877,Basic,USA,29,41,Yearly,1
22878,Standard,USA,40,40,Monthly,0
22879,Standard,Germany,74,16,Monthly,1
22880,Premium,UK,33,23,Yearly,0
22881,Standard,Germany,39,17,Monthly,0
22882,Standard,USA,46,8,Monthly,1
22883,Standard,Germany,38,25,Yearly,1
22884,Premium,Canada,52,41,Monthly,1
22885,Premium,Australia,74,21,Monthly,1
22886,Standard,Germany,103,28,Monthly,0
22887,Standard,Australia,42,37,Monthly,0
22888,Basic,India,77,45,Yearly,0
22889,Standard,Germany,65,27,Monthly,1
22890,Standard,USA,36,15,Monthly,1
22891,Standard,USA,68,39,Monthly,1
22892,Basic,Australia,161,46,Monthly,0
22893,Standard,USA,27,7,Yearly,0
22894,Basic,Canada,54,40,Monthly,0
22895,Standard,USA,34,19,Monthly,1
22896,Basic,India,92,39,Yearly,0
22897,Standard,Germany,38,3,Monthly,0
22898,Basic,UK,87,43,Monthly,1
22899,Basic,USA,7,20,Monthly,1
22900,Standard,Germany,93,41,Yearly,0
22901,Basic,Canada,61,47,Yearly,0
22902,Standard,Germany,17,5,Yearly,0
22903,Premium,USA,65,22,Yearly,0
22904,Premium,USA,36,33,Monthly,1
22905,Basic,Australia,58,4,Yearly,1
22906,Premium,USA,155,4,Monthly,1
22907,Basic,India,37,38,Monthly,1
22908,Premium,Germany,98,13,Monthly,0
22909,Standard,Australia,53,5,Yearly,0
22910,Basic,UK,37,30,Monthly,0
22911,Basic,India,54,17,Monthly,1
22912,Basic,UK,28,19,Yearly,0
22913,Standard,USA,24,23,Yearly,1
22914,Basic,UK,56,11,Monthly,1
22915,Standard,UK,61,21,Monthly,0
22916,Standard,India,55,23,Yearly,0
22917,Premium,India,52,26,Yearly,0
22918,Premium,Germany,45,30,Monthly,1
22919,Basic,UK,99,46,Monthly,0
22920,Standard,India,48,9,Monthly,1
22921,Premium,Germany,55,22,Monthly,0
22922,Premium,UK,40,21,Monthly,0
22923,Basic,UK,20,9,Monthly,1
22924,Basic,Australia,74,33,Monthly,0
22925,Basic,USA,56,37,Yearly,0
22926,Basic,India,36,26,Monthly,0
22927,Basic,Canada,78,15,Monthly,0
22928,Basic,Australia,120,20,Yearly,0
22929,Standard,India,22,31,Monthly,1
22930,Basic,Australia,70,38,Monthly,0
22931,Standard,USA,45,28,Monthly,0
22932,Basic,Australia,40,27,Monthly,0
22933,Premium,Australia,181,43,Yearly,0
22934,Premium,Germany,45,1,Monthly,1
22935,Standard,India,54,11,Monthly,0
22936,Premium,UK,54,41,Yearly,0
22937,Basic,Canada,19,21,Monthly,0
22938,Standard,Germany,16,4,Monthly,1
22939,Basic,India,46,38,Monthly,0
22940,Basic,Germany,16,41,Monthly,0
22941,Basic,UK,27,28,Monthly,1
22942,Standard,Australia,35,28,Monthly,1
22943,Basic,Canada,20,28,Monthly,1
22944,Standard,UK,151,19,Yearly,0
22945,Basic,Canada,30,25,Monthly,1
22946,Premium,Germany,106,43,Monthly,0
22947,Standard,Australia,24,6,Monthly,1
22948,Basic,Australia,90,19,Monthly,1
22949,Basic,India,30,19,Monthly,1
22950,Premium,Canada,146,26,Monthly,0
22951,Basic,UK,92,15,Yearly,0
22952,Standard,Canada,108,19,Monthly,1
22953,Standard,Germany,166,36,Yearly,1
22954,Basic,Australia,201,11,Yearly,0
22955,Basic,Germany,54,39,Yearly,0
22956,Basic,Germany,42,11,Monthly,0
22957,Basic,India,55,38,Monthly,0
22958,Basic,Germany,35,43,Monthly,1
22959,Basic,India,76,32,Yearly,0
22960,Basic,USA,57,8,Yearly,1
22961,Basic,Canada,28,2,Monthly,1
22962,Premium,Australia,28,37,Yearly,0
22963,Standard,Australia,60,47,Monthly,0
22964,Standard,UK,65,12,Monthly,0
22965,Basic,Australia,107,1,Monthly,1
22966,Basic,India,82,47,Monthly,0
22967,Premium,Australia,47,29,Monthly,0
22968,Standard,India,39,15,Yearly,0
22969,Basic,Australia,43,29,Monthly,0
22970,Basic,UK,21,41,Yearly,0
22971,Standard,Canada,129,33,Monthly,1
22972,Premium,Germany,24,28,Monthly,1
22973,Basic,Canada,42,14,Yearly,0
22974,Standard,India,51,33,Monthly,1
22975,Standard,Germany,15,15,Monthly,1
22976,Premium,USA,42,23,Monthly,0
22977,Premium,UK,56,19,Monthly,0
22978,Basic,Canada,55,6,Yearly,0
22979,Standard,Germany,48,27,Monthly,0
22980,Standard,UK,119,12,Monthly,1
22981,Standard,Canada,46,27,Monthly,1
22982,Premium,India,33,43,Monthly,1
22983,Premium,India,40,25,Yearly,1
22984,Basic,India,67,45,Monthly,1
22985,Basic,USA,71,20,Monthly,0
22986,Standard,Australia,53,1,Yearly,0
22987,Basic,India,54,30,Monthly,1
22988,Basic,India,39,10,Monthly,1
22989,Basic,Australia,39,8,Monthly,0
22990,Premium,India,44,10,Monthly,0
22991,Basic,Germany,75,29,Monthly,0
22992,Standard,UK,86,13,Yearly,1
22993,Basic,USA,67,9,Monthly,0
22994,Basic,Canada,137,45,Monthly,0
22995,Basic,Australia,6,20,Monthly,1
22996,Basic,Australia,144,28,Monthly,0
22997,Premium,Australia,107,47,Yearly,0
22998,Premium,USA,94,25,Monthly,0
22999,Standard,UK,32,21,Yearly,1
23000,Basic,India,57,41,Yearly,0
23001,Standard,Australia,65,13,Yearly,0
23002,Basic,India,55,21,Yearly,0
23003,Basic,Canada,93,13,Yearly,0
23004,Standard,Australia,87,13,Monthly,1
23005,Standard,USA,101,12,Yearly,1
23006,Basic,USA,22,16,Yearly,1
23007,Basic,Canada,55,15,Monthly,0
23008,Premium,USA,79,21,Monthly,1
23009,Basic,USA,89,37,Monthly,1
23010,Premium,USA,115,35,Monthly,0
23011,Premium,Australia,33,30,Yearly,0
23012,Standard,Canada,96,36,Monthly,1
23013,Basic,Australia,53,17,Yearly,0
23014,Standard,Canada,17,40,Monthly,1
23015,Basic,UK,24,4,Yearly,0
23016,Basic,USA,42,46,Yearly,1
23017,Standard,UK,38,28,Yearly,1
23018,Basic,Germany,49,11,Monthly,0
23019,Basic,Germany,12,27,Yearly,1
23020,Standard,USA,53,9,Monthly,0
23021,Standard,India,36,33,Yearly,0
23022,Basic,Germany,69,11,Monthly,0
23023,Basic,India,45,36,Yearly,0
23024,Basic,UK,78,24,Yearly,0
23025,Basic,USA,33,41,Monthly,1
23026,Standard,UK,6,32,Monthly,1
23027,Standard,Australia,42,19,Monthly,0
23028,Standard,UK,16,2,Monthly,1
23029,Basic,Canada,78,40,Monthly,1
23030,Basic,USA,25,21,Monthly,1
23031,Basic,Canada,30,11,Monthly,1
23032,Basic,UK,77,45,Yearly,0
23033,Basic,India,33,27,Monthly,1
23034,Basic,USA,37,20,Monthly,1
23035,Basic,USA,52,15,Yearly,0
23036,Standard,Germany,48,5,Yearly,0
23037,Standard,India,56,16,Yearly,0
23038,Standard,Australia,37,4,Yearly,1
23039,Basic,India,88,38,Monthly,1
23040,Premium,UK,56,31,Monthly,0
23041,Premium,UK,40,29,Yearly,0
23042,Basic,UK,42,40,Monthly,0
23043,Standard,Germany,30,4,Monthly,1
23044,Premium,India,44,41,Monthly,1
23045,Standard,Canada,23,5,Yearly,1
23046,Basic,India,19,30,Monthly,0
23047,Basic,Canada,72,4,Yearly,0
23048,Standard,USA,67,7,Monthly,1
23049,Basic,Canada,112,25,Yearly,0
23050,Premium,USA,61,14,Yearly,0
23051,Standard,Australia,11,40,Monthly,1
23052,Basic,Australia,49,41,Yearly,0
23053,Standard,UK,128,29,Monthly,1
23054,Standard,India,35,36,Monthly,1
23055,Basic,UK,53,42,Yearly,0
23056,Basic,India,42,35,Monthly,1
23057,Premium,Canada,93,11,Monthly,0
23058,Standard,India,42,28,Yearly,0
23059,Basic,Canada,31,15,Monthly,1
23060,Basic,India,21,15,Yearly,0
23061,Standard,USA,78,18,Yearly,0
23062,Standard,Canada,76,2,Yearly,1
23063,Basic,UK,75,30,Monthly,0
23064,Standard,UK,64,9,Monthly,0
23065,Basic,UK,35,14,Monthly,1
23066,Basic,UK,71,6,Monthly,1
23067,Standard,USA,18,27,Monthly,1
23068,Basic,USA,140,37,Monthly,0
23069,Premium,Germany,38,37,Monthly,1
23070,Basic,Germany,10,37,Monthly,1
23071,Standard,Germany,83,33,Monthly,0
23072,Basic,Australia,75,15,Monthly,0
23073,Basic,Germany,40,10,Monthly,0
23074,Standard,India,22,4,Monthly,1
23075,Basic,Australia,63,29,Monthly,1
23076,Standard,Canada,70,2,Monthly,0
23077,Standard,UK,126,32,Yearly,0
23078,Standard,India,37,46,Monthly,0
23079,Standard,Australia,36,6,Monthly,0
23080,Standard,USA,32,46,Monthly,1
23081,Standard,UK,103,11,Yearly,0
23082,Standard,Canada,58,25,Yearly,0
23083,Premium,Canada,57,1,Yearly,1
23084,Basic,USA,38,18,Monthly,1
23085,Standard,UK,86,3,Monthly,0
23086,Basic,Germany,20,26,Monthly,1
23087,Basic,UK,77,13,Yearly,0
23088,Basic,UK,82,11,Yearly,0
23089,Premium,Canada,31,5,Yearly,0
23090,Standard,USA,7,5,Monthly,1
23091,Standard,UK,45,6,Monthly,0
23092,Basic,India,13,12,Yearly,0
23093,Basic,India,36,5,Monthly,1
23094,Premium,USA,74,1,Yearly,1
23095,Basic,Germany,87,9,Monthly,1
23096,Basic,Australia,40,4,Yearly,0
23097,Basic,UK,14,10,Monthly,0
23098,Standard,Australia,44,13,Monthly,1
23099,Basic,UK,89,15,Monthly,0
23100,Basic,Canada,21,39,Monthly,1
23101,Standard,UK,20,36,Monthly,0
23102,Basic,Australia,33,19,Monthly,1
23103,Standard,Germany,51,43,Yearly,0
23104,Basic,UK,38,28,Yearly,0
23105,Basic,UK,56,47,Monthly,0
23106,Standard,Canada,19,41,Monthly,1
23107,Premium,India,80,35,Yearly,0
23108,Standard,India,25,8,Monthly,1
23109,Standard,Germany,67,38,Monthly,1
23110,Basic,USA,13,43,Monthly,0
23111,Basic,USA,10,22,Monthly,1
23112,Basic,Canada,37,46,Monthly,0
23113,Premium,Australia,67,33,Monthly,0
23114,Premium,Australia,69,32,Monthly,0
23115,Premium,UK,67,4,Monthly,1
23116,Basic,Canada,40,27,Yearly,0
23117,Standard,Australia,21,44,Monthly,1
23118,Standard,India,41,18,Yearly,0
23119,Standard,Germany,91,28,Yearly,0
23120,Standard,USA,27,44,Yearly,0
23121,Standard,UK,34,8,Yearly,0
23122,Basic,USA,111,44,Monthly,0
23123,Basic,India,61,11,Monthly,1
23124,Basic,UK,36,22,Monthly,0
23125,Basic,India,59,1,Monthly,1
23126,Basic,USA,41,33,Monthly,1
23127,Basic,USA,137,21,Yearly,0
23128,Basic,India,71,38,Yearly,0
23129,Standard,UK,61,19,Yearly,1
23130,Premium,India,15,35,Monthly,1
23131,Premium,UK,26,41,Yearly,1
23132,Basic,Canada,65,6,Monthly,1
23133,Basic,Canada,51,15,Yearly,0
23134,Basic,UK,42,24,Yearly,0
23135,Premium,India,87,44,Yearly,0
23136,Standard,UK,10,33,Yearly,0
23137,Basic,USA,23,25,Monthly,0
23138,Premium,India,25,10,Monthly,0
23139,Basic,Australia,67,13,Yearly,0
23140,Premium,UK,25,29,Yearly,0
23141,Basic,USA,69,41,Yearly,0
23142,Basic,Germany,51,1,Monthly,1
23143,Standard,USA,109,10,Yearly,0
23144,Premium,Australia,51,34,Monthly,1
23145,Premium,UK,75,36,Monthly,0
23146,Standard,India,28,41,Monthly,0
23147,Basic,India,40,37,Monthly,1
23148,Basic,Canada,54,16,Monthly,1
23149,Premium,Australia,102,7,Monthly,0
23150,Standard,UK,27,19,Yearly,0
23151,Standard,USA,162,27,Yearly,0
23152,Basic,USA,102,39,Monthly,1
23153,Standard,Australia,19,9,Yearly,0
23154,Basic,UK,79,4,Yearly,0
23155,Standard,USA,20,9,Yearly,1
23156,Premium,Germany,95,10,Yearly,0
23157,Standard,Australia,32,6,Yearly,1
23158,Basic,Canada,120,30,Monthly,0
23159,Basic,India,59,36,Monthly,0
23160,Basic,USA,126,37,Monthly,1
23161,Premium,Germany,39,9,Monthly,0
23162,Basic,UK,34,40,Yearly,1
23163,Premium,USA,67,1,Monthly,0
23164,Standard,Australia,26,35,Monthly,1
23165,Standard,UK,65,15,Monthly,1
23166,Premium,Germany,31,35,Monthly,0
23167,Standard,Germany,130,26,Yearly,0
23168,Premium,India,25,44,Monthly,0
23169,Basic,UK,65,3,Monthly,0
23170,Standard,Canada,69,28,Monthly,1
23171,Standard,India,86,15,Monthly,1
23172,Basic,UK,22,5,Monthly,1
23173,Standard,UK,36,4,Monthly,1
23174,Standard,Germany,62,45,Monthly,0
23175,Premium,Australia,127,26,Monthly,0
23176,Basic,Germany,93,1,Monthly,0
23177,Standard,UK,120,23,Monthly,0
23178,Basic,Australia,69,1,Monthly,1
23179,Standard,Australia,59,7,Monthly,0
23180,Basic,Germany,35,11,Yearly,1
23181,Standard,UK,48,23,Monthly,1
23182,Basic,UK,36,2,Monthly,1
23183,Basic,Australia,23,21,Monthly,1
23184,Basic,India,44,12,Monthly,1
23185,Basic,India,61,34,Yearly,0
23186,Standard,Canada,73,43,Monthly,1
23187,Premium,India,66,11,Monthly,0
23188,Basic,USA,99,7,Monthly,0
23189,Basic,USA,60,40,Yearly,0
23190,Basic,Germany,19,33,Monthly,1
23191,Standard,Australia,54,29,Monthly,1
23192,Basic,USA,52,26,Yearly,0
23193,Basic,India,149,39,Monthly,0
23194,Basic,Australia,64,45,Yearly,0
23195,Basic,Canada,43,34,Monthly,1
23196,Basic,UK,37,5,Monthly,1
23197,Basic,Canada,35,40,Monthly,1
23198,Standard,India,46,22,Monthly,0
23199,Standard,India,84,47,Monthly,0
23200,Basic,India,71,26,Monthly,0
23201,Standard,Germany,21,23,Monthly,0
23202,Basic,USA,118,3,Yearly,0
23203,Premium,India,32,2,Monthly,1
23204,Basic,UK,22,27,Monthly,1
23205,Standard,USA,54,36,Monthly,0
23206,Standard,USA,132,26,Yearly,0
23207,Basic,Germany,69,11,Monthly,0
23208,Premium,Canada,138,37,Yearly,0
23209,Basic,Australia,48,20,Monthly,0
23210,Standard,USA,28,35,Monthly,1
23211,Basic,USA,48,15,Monthly,0
23212,Basic,India,42,37,Yearly,0
23213,Standard,UK,32,3,Monthly,1
23214,Basic,India,57,47,Yearly,1
23215,Basic,UK,35,34,Yearly,0
23216,Basic,USA,112,9,Monthly,0
23217,Standard,UK,70,39,Yearly,0
23218,Basic,India,70,8,Monthly,0
23219,Basic,India,53,25,Monthly,1
23220,Standard,Canada,17,26,Yearly,0
23221,Basic,Germany,49,44,Monthly,0
23222,Basic,Canada,56,40,Monthly,0
23223,Basic,USA,26,31,Monthly,0
23224,Basic,UK,36,45,Monthly,0
23225,Basic,India,12,4,Monthly,1
23226,Premium,India,55,1,Yearly,1
23227,Basic,India,78,26,Monthly,0
23228,Basic,Australia,47,16,Yearly,0
23229,Basic,India,71,15,Monthly,1
23230,Basic,Australia,115,4,Monthly,1
23231,Standard,USA,35,31,Yearly,1
23232,Basic,Germany,82,34,Yearly,0
23233,Basic,Canada,25,45,Monthly,1
23234,Basic,Australia,26,34,Monthly,1
23235,Premium,Canada,38,9,Yearly,0
23236,Basic,Australia,59,22,Yearly,0
23237,Basic,India,30,13,Monthly,0
23238,Standard,India,125,26,Monthly,0
23239,Basic,UK,40,23,Monthly,1
23240,Standard,India,31,23,Monthly,1
23241,Standard,Canada,85,38,Yearly,0
23242,Basic,UK,71,26,Yearly,0
23243,Standard,UK,32,20,Monthly,0
23244,Premium,India,38,6,Monthly,0
23245,Standard,UK,43,26,Monthly,0
23246,Premium,Germany,45,10,Yearly,0
23247,Basic,India,29,25,Yearly,0
23248,Basic,Germany,58,27,Monthly,0
23249,Premium,India,112,9,Monthly,0
23250,Basic,Australia,41,40,Monthly,0
23251,Premium,Germany,94,20,Yearly,0
23252,Basic,India,104,47,Yearly,0
23253,Premium,Canada,32,29,Monthly,0
23254,Basic,Australia,147,17,Monthly,1
23255,Basic,Australia,24,24,Monthly,1
23256,Premium,Australia,117,16,Monthly,0
23257,Basic,India,108,38,Monthly,0
23258,Basic,Canada,97,24,Monthly,0
23259,Basic,USA,16,31,Yearly,1
23260,Standard,Australia,44,28,Yearly,0
23261,Premium,USA,44,19,Yearly,0
23262,Basic,India,43,33,Monthly,1
23263,Basic,Australia,121,2,Monthly,0
23264,Basic,Canada,33,35,Monthly,0
23265,Standard,Canada,45,45,Monthly,1
23266,Basic,Australia,35,35,Monthly,1
23267,Basic,UK,35,19,Monthly,1
23268,Basic,UK,22,13,Yearly,0
23269,Standard,Australia,53,17,Yearly,0
23270,Premium,Germany,41,27,Monthly,0
23271,Standard,UK,43,11,Monthly,1
23272,Basic,India,75,29,Monthly,0
23273,Standard,UK,106,42,Monthly,1
23274,Standard,UK,63,5,Monthly,1
23275,Basic,India,37,4,Yearly,1
23276,Basic,India,58,2,Yearly,0
23277,Basic,Germany,56,35,Yearly,0
23278,Standard,Canada,31,7,Yearly,0
23279,Standard,UK,113,26,Yearly,0
23280,Standard,Australia,51,8,Monthly,0
23281,Basic,Australia,30,33,Monthly,0
23282,Basic,USA,20,11,Yearly,0
23283,Premium,Canada,49,22,Monthly,1
23284,Basic,India,66,14,Monthly,1
23285,Premium,Australia,95,20,Monthly,0
23286,Standard,UK,120,28,Yearly,0
23287,Basic,Germany,39,9,Monthly,1
23288,Basic,USA,15,34,Monthly,0
23289,Premium,Canada,22,2,Monthly,1
23290,Basic,UK,37,23,Monthly,1
23291,Premium,India,39,16,Monthly,1
23292,Basic,Canada,58,15,Monthly,0
23293,Standard,USA,105,12,Monthly,1
23294,Premium,India,54,4,Monthly,0
23295,Premium,USA,122,7,Monthly,0
23296,Basic,UK,10,43,Yearly,0
23297,Standard,Canada,32,4,Monthly,1
23298,Basic,Germany,55,28,Monthly,0
23299,Basic,UK,45,10,Yearly,0
23300,Basic,Australia,114,47,Yearly,0
23301,Basic,UK,60,40,Yearly,0
23302,Basic,Germany,29,17,Yearly,0
23303,Basic,Germany,76,43,Monthly,0
23304,Premium,Australia,32,26,Monthly,0
23305,Standard,Australia,81,26,Yearly,1
23306,Basic,India,103,40,Monthly,0
23307,Premium,USA,143,7,Monthly,0
23308,Basic,UK,55,30,Monthly,0
23309,Basic,India,86,7,Monthly,1
23310,Standard,Australia,57,45,Yearly,0
23311,Basic,India,42,24,Yearly,0
23312,Standard,UK,20,3,Yearly,0
23313,Basic,USA,86,12,Monthly,0
23314,Basic,Germany,85,28,Monthly,1
23315,Basic,UK,41,33,Yearly,0
23316,Premium,USA,14,47,Yearly,0
23317,Standard,Germany,42,12,Monthly,1
23318,Standard,Canada,30,22,Monthly,1
23319,Standard,UK,22,13,Monthly,1
23320,Basic,Australia,63,37,Yearly,0
23321,Standard,UK,37,6,Monthly,1
23322,Basic,Australia,58,44,Monthly,1
23323,Basic,USA,54,2,Monthly,1
